,Comment.1,AustralianSuperMainFund,polarity,subjectivity
8251,"there the same as any other company only interested in themselves , still ripping off customers",5.0,0.03,0.5
8252,good returns and low cost,8.0,0.35,0.45
8253,the interest return of super.,7.0,0.33,0.67
8255,Good performance and customer focussed.,9.0,0.7,0.6
8256,This is the only one I have.,10.0,0.0,1.0
8257,Australian Super has done a good job with my money and fees charged are good,8.0,0.43,0.47
8258,I don't usually give financial advice to family or friends,5.0,-0.12,0.12
8259,Happy with returns,10.0,0.8,1.0
8260,Have been happy with A.S.,9.0,0.8,1.0
8261,Really happy with the service,10.0,0.8,1.0
8262,I think Australian Super is doing quite well considering the circumstances .,9.0,0.17,0.33
8263,Am new to this,5.0,0.14,0.45
8264,"All seems to work fine, no issues I am aware of.",8.0,0.33,0.38
8265,Aussie Super keeps me informed your super changes all the time.,9.0,0.33,0.67
8266,low fees and administration charges,8.0,0.0,0.3
8267,Limited choices for ethical investment,6.0,0.06,0.37
8270,"Best fund, owned by members, very big.",10.0,0.5,0.21
8271,I only have this fund so cant compare but am happy with returns and assistance to date.,8.0,0.4,1.0
8272,Good website and communication,7.0,0.7,0.6
8273,The performance is good,9.0,0.7,0.6
8274,no hidden fees and generally good returns,10.0,0.39,0.47
8275,Easy access when needed. Always fully informative if any queries or questions.,8.0,0.43,0.83
8276,Just let people know that I have a Australian super account and that it's good.,5.0,0.34,0.42
8277,Have no particular issue.,8.0,-0.08,0.33
8278,As I don't have a problem with you,6.0,0.0,0.0
8279,AustralianSuper is convenient.,10.0,0.0,0.0
8280,simple and easy good returns,9.0,0.38,0.6
8281,seem to get a good return each year,7.0,0.7,0.6
8282,Good returns,8.0,0.7,0.6
8283,Low Fees,8.0,0.0,0.3
8284,good performance,8.0,0.7,0.6
8285,Because the fund which we earn is been saving in an account which can be benighted to the same person in any cause after the retirement of the job which is a must for everyone in his career to be in that condition of life which may be worst if may be in other situations after the job,10.0,-0.38,0.5
8287,I have been impressed by the management of my funds,10.0,1.0,1.0
8288,I like the product,8.0,0.0,0.0
8290,"Its safe, secure and growing fund.",7.0,0.45,0.55
8291,I believe i am getting the best value with this supper fund,8.0,1.0,0.3
8292,"good returns large , safe fund",9.0,0.47,0.51
8293,Rate of return and access on line,9.0,0.0,0.0
8294,Customer phone support could improve dramatically. Many people do not understand superannuation in fine detail and rely on such support. Many phone support people assume a level of knowledge that others do not have,6.0,0.35,0.5
8295,Good returns low fees,7.0,0.35,0.45
8296,Good overall performance and lower fees,9.0,0.35,0.3
8297,Returns are ok and admin fees are acceptable.,10.0,0.5,0.5
8298,it's a good fund so I would recommend it but there are a lot of other good funds too.,8.0,0.42,0.53
8299,The online resource is very good,8.0,0.91,0.78
8300,Safe secure fund,9.0,0.45,0.55
8303,Because its a good fund,10.0,0.7,0.6
8304,so far so good fees are a bit of a worry,7.0,0.4,0.8
8305,Excellent service and low fees,10.0,0.5,0.65
8306,"SUITS MY REQUIRE,MENTS.",9.0,0.0,0.0
8307,They good,8.0,0.7,0.6
8308,Performance seem to be pretty good,10.0,0.47,0.8
8309,Industry fund,9.0,0.0,0.0
8310,Haven't seen my overall benefits so far,5.0,0.05,0.5
8312,So partner and I have same super fund,7.0,0.17,0.4
8313,Don't discuss super a lot and family all have their own funds sorted,5.0,0.47,0.83
8314,Haven't done wrong by me so far.,10.0,-0.2,0.95
8315,"Good service, Good returns, low fees. just a bit slow.",7.0,0.27,0.48
8316,Very happy at the moment,9.0,1.0,1.0
8317,Get a good return and low admin fees,8.0,0.35,0.45
8318,very satisfied.,10.0,0.65,1.0
8319,Low Fees High Returns,10.0,0.08,0.42
8320,reliability,8.0,0.0,0.0
8321,Very happy with charges,9.0,1.0,1.0
8323,service and explanation of how the money is being managed,6.0,0.0,0.0
8325,"returns, ease of use, ease of customisation of asset classes",8.0,0.0,0.0
8326,As a member i am always kept informed and up to date on what is happening within the fund.,10.0,0.0,0.0
8327,Good variety of investment choices.,8.0,0.7,0.6
8328,easier to change over too no hassles phone on phone ok,9.0,0.5,0.5
8329,nice return of money,9.0,0.6,1.0
8330,Was never aware that my account had insurance that keeps eating away ones funds yearly.,2.0,-0.12,0.25
8331,because they are always there when I need information and are very helpful,9.0,0.2,0.3
8332,Never had a problem. Approachable and informative.,10.0,0.0,0.0
8333,Results,8.0,0.0,0.0
8334,Good industry super,8.0,0.52,0.63
8336,"after being in several poor performing funds, I have found a good one. I need a good fund because if I change I will have to pay lots of tax.",9.0,0.25,0.45
8337,I am pleased with the service. I have very limited knowledge of other providers.,8.0,0.09,0.52
8338,work related only,8.0,0.0,0.7
8339,from my feeling,8.0,0.0,0.0
8340,Easy to set up,7.0,0.43,0.83
8341,as I have been with us super for awhile now,10.0,0.33,0.67
8342,qaz,9.0,0.0,0.0
8343,.,5.0,0.0,0.0
8344,They are all pretty much the same,5.0,0.15,0.44
8345,"Performance, my super continues to grow.",10.0,0.33,0.67
8346,excellent service,8.0,1.0,1.0
8347,good performer,9.0,0.7,0.6
8348,very good access to the account,10.0,0.91,0.78
8349,"Size of Fund, lower fees than retail funds.",7.0,0.0,0.0
8350,Always been very helpful both on website and retirement seminars.,9.0,0.2,0.3
8351,My knowledge of Super funds are very limited. I have stuck with Australian Super as this was my first job's recommendations when I began working in Australia,5.0,0.16,0.37
8352,Seems to be a well run and low fee fund and very good access to fund balance at any time,9.0,0.45,0.54
8353,better returns,8.0,0.5,0.5
8355,"I have only just joined this year, so too early to tell",5.0,0.05,0.65
8356,Happy with my super .,10.0,0.57,0.83
8357,I Like It,10.0,0.0,0.0
8358,Good returns,9.0,0.7,0.6
8359,Good returns on investment. Ability to choose investments.,10.0,0.7,0.6
8360,they perform the best,10.0,1.0,0.3
8361,Don't know too much about super in general,7.0,0.19,0.46
8362,reliable,7.0,0.0,0.0
8363,Have only been in the fund for 1year so do not know how the overall fund performs in the long term. Have not used all the fund's facilities.,8.0,-0.02,0.47
8364,It is one that I know but there are others for different industries,7.0,0.0,0.6
8367,X,6.0,0.0,0.0
8368,it is a good industry fund,9.0,0.7,0.6
8369,established,7.0,0.0,0.0
8370,I like being able to manage my accounts and make investment changes.,10.0,0.5,0.62
8371,industry superfund earns only for its members not public shareholders as with other funds/ reasonable fees,9.0,0.02,0.51
8372,Because I can.,6.0,0.0,0.0
8373,Dont like their charging fees for when you make an inquiry,6.0,0.0,0.0
8375,I don't really know the differences in the retail super funds to recommend any fund over another. I don't have any problems with Australian Super and they seem personable and they are who I am with,7.0,0.22,0.38
8376,I am not sure if it is 100% because I don't get as much feed back about the performance as I used to get from my previous fund and I never ger sugestions top change the mix of investments as the markets change. I employ Australian Super to advise me because I do not know which combinations opf investment are best for me. I am used to having someone call me occasionally top tell me when circumstances are changing that may require a decision to be made. I just hope that Aust Super makes the right decisions at the right time on my behalf.,4.0,0.25,0.41
8377,Great customer service,9.0,0.8,0.75
8378,I haven't been with any others that I can remember,5.0,0.0,0.0
8379,its OK compared to others,6.0,0.5,0.5
8380,Accessible and good value,10.0,0.54,0.49
8381,FUND HAS ALLWAYS DONE WELL WITH INVESTMENT RETURNS,10.0,0.0,0.0
8382,"Professional, industry super fund, good returns, trustworthy",8.0,0.38,0.46
8383,just coincidence,8.0,0.0,0.0
8384,Australian super is trustworthy super,8.0,0.22,0.44
8385,Very unclear of performance reporting and not easy to select options,4.0,-0.01,0.57
8386,Happy with both the returns and the customer service.,10.0,0.8,1.0
8387,"Performance of the fund is great. However, in my experience, the Financial Planners need to present and deliver their advice in simpler terms - all clients do not specialize in knowledge of superannuation.",9.0,0.27,0.25
8388,I am relatively satisfied with the result s from Australian Super,9.0,0.28,0.56
8389,I find it very easy to have control of your super,10.0,0.45,0.83
8390,Satisfied with the service,10.0,0.5,1.0
8391,Simple,7.0,0.0,0.36
8392,Average super fund.,5.0,0.09,0.53
8393,Reliable service.,8.0,0.0,0.0
8394,"there is virtually no grow in last few years, most profit is taken by admin and other over head cost.",3.0,0.04,0.26
8395,"No fund is perfect at everything, but you do pretty well",8.0,0.62,1.0
8396,Ay present it's the best for me,8.0,0.5,0.15
8397,I don't know much about my super and I don't have much money in it,5.0,0.24,0.36
8398,SEEMS ok,6.0,0.5,0.5
8399,As a Benefit fund it seems to run well and give reasonable returns so far.,8.0,0.15,0.8
8400,Satisfied with fund performance and assistance available.,9.0,0.45,0.7
8401,Kyle Magee my assessor is very good Ex1582 .,10.0,0.91,0.78
8402,I've only recently swapped to Australian Super and still need to review the investment outcomes,5.0,0.08,0.48
8404,pretty good fund,9.0,0.47,0.8
8405,"ease of use, returns even in bad years, helpful staff, industry fund, low fees",9.0,-0.35,0.48
8406,It's Australian,10.0,0.0,0.0
8407,"well I moved because of recommendations but I am not sure I would recommend you, had a few calls to you over the years and never that happy with your explanations",3.0,0.12,0.66
8408,Easy access to the fund via Internet phne,1.0,0.43,0.83
8409,Happy with my super provider,5.0,0.57,0.83
8411,"Industry funds have lower fees & work for the members, Retail funds have to pay a lot more people etc & have a lot more offices, higher fees etc.",10.0,0.42,0.5
8412,Easy to work with & good returns,9.0,0.57,0.72
8413,No particular reason but I am generally happy.,8.0,0.36,0.67
8414,"Easy to manage, good returns",10.0,0.57,0.72
8416,so far no problems but when I do retire will wait and see.,5.0,0.1,1.0
8417,easy to work with. major fund strength.,9.0,0.25,0.67
8419,it looks after their customers,7.0,0.0,0.0
8420,My former super was taken over by you. Since that happened your charges have gone up & up especially your asset based fee. I have a very low amount in my super I have tried to conserve it. But I am now shopping around.,2.0,0.13,0.54
8421,Personal Experience with the fund.,10.0,0.0,0.3
8422,always been very happy with your company. easy to use websiter and returns have been good,9.0,0.71,0.81
8423,It's the only fund I am in & has lower fees.,10.0,0.0,1.0
8424,All much the same......only interested in themselves.,0.0,0.23,0.35
8425,It's been a good fund for me to be in.,9.0,0.7,0.6
8426,Cheap fees & good returns on balanced option.,9.0,0.55,0.65
8427,"Run to profit members only, good web interface for viewing/managing funds, good options for where to invest funds",8.0,0.47,0.73
8428,so far everything seems to be running smoothly.,7.0,0.25,0.75
8429,no body really asks. every has there own supper and there own reason for being in the one they chose. At the end of the day you never really know had good or bad your supper is because sales people who sell you supper and stand for it lie. All supper funds lie.,5.0,0.22,0.61
8430,very good,10.0,0.91,0.78
8432,since I changed over from Rest my super has tripled that's great if you haven't had super all your working life. Yeah I might have enough to retire. fee's are also very low even better.,10.0,0.33,0.58
8433,Very satisfied with returns and info received,10.0,0.65,1.0
8435,I think AustralianSuper is a really good fund.,7.0,0.7,0.6
8436,ease of use of webpages,9.0,0.0,0.0
8437,"Good returns, low charges, good service",10.0,0.47,0.5
8438,"No Hassles, very easy to understand online access and simple to see where money has gone and total amount.",10.0,0.19,0.7
8440,good returns,8.0,0.7,0.6
8441,Great returns and low fees,10.0,0.4,0.53
8442,"Been happy with Australian Super. Can't think of anything particularly outstanding, so didn't give the top rating.",8.0,0.43,0.61
8443,"Are very competent, helpful,best returns and easy to get information etc.",10.0,0.54,0.85
8444,The service is good,5.0,0.7,0.6
8445,going ok,8.0,0.5,0.5
8446,"good returns, frequent updates",7.0,0.4,0.45
8447,Last year was not so good returns,8.0,0.35,0.33
8448,Ok,5.0,0.5,0.5
8449,Safe & secure,8.0,0.45,0.55
8450,Good service,8.0,0.7,0.6
8451,"Relatively low admin costs, reasonable performance",7.0,0.1,0.45
8452,I just don't recommend anything to anyone,0.0,0.0,0.0
8453,I don't know,5.0,0.0,0.0
8454,Very happy with the returns and service,10.0,1.0,1.0
8455,well run,9.0,0.0,0.0
8456,Good service,4.0,0.7,0.6
8457,I have no views either way,5.0,0.0,0.0
8458,Good services provided,9.0,0.7,0.6
8460,I had no trouble with it,10.0,0.1,0.2
8461,User friendly,7.0,0.38,0.5
8462,I am happy with the returns I make each year with Australian Super but don't know if they best returns any Super Fund can make.,8.0,0.49,0.53
8463,"It is not my in my nature to ""recommend"" a financial path for anyone . If someone asks me about my Super Fund, I may say I am reasonably satisfied or otherwise with my fund and that's all. I think people should do their own research - there is plenty of info available on the Net for them to make comparisons and choose.",0.0,0.31,0.51
8464,"Good returns, easy to operate",8.0,0.57,0.72
8465,Happy with the serice and the rate of returns.,10.0,0.8,1.0
8466,I am satisfied with Australian Super performance and care from financial advisers.,10.0,0.21,0.42
8467,Very happy with the returns and managment of them.,10.0,1.0,1.0
8470,fairly satisfied,8.0,0.5,1.0
8471,I have always been with Australian Super and would recommend them based on,7.0,0.17,0.33
8472,"The old members direct software was much easier to use and much faster. The new system is a step backwards, why do some companies employ the wrong people to improve their computer systems. Overall AustralianSuper has very convoluted systems thrown together with different components trying to work as one. It throws you everywhere and is poorly designed.",2.0,0.0,0.39
8474,performs well good service and correspondence,9.0,0.7,0.6
8475,Overall satisfied with performance,8.0,0.25,0.5
8476,don't give financial advice,0.0,0.0,0.0
8477,no fuss,9.0,0.0,0.0
8478,The were easy to deal with quick processing and timely with all responses,10.0,0.38,0.67
8479,Less fees than others,8.0,-0.17,0.07
8480,Working for the members' best interests.,8.0,1.0,0.3
8481,My sayisfaction,7.0,0.0,0.0
8483,has performed well and i feel safe at this point in investing with this fund,9.0,0.5,0.5
8485,Returns over last ten years,8.0,0.0,0.03
8486,I have received no contact since joining. This is the first email.,3.0,0.25,0.33
8487,reasonable fees and reasonable returns,9.0,0.2,0.6
8488,Australian Super gives excellent results,9.0,0.44,0.56
8489,"Well im happy with your fund, but im not familiar with all your features to explain them to others.",6.0,0.31,0.75
8490,good returns and simplicity of deals,10.0,0.7,0.6
8491,reliable and friendly-service also managing my superfund satisfactory,7.0,0.0,0.0
8492,Don't know others,8.0,0.0,0.0
8493,Good service,10.0,0.7,0.6
8494,Good communication with client,8.0,0.7,0.6
8495,Never had any issues with AustralianSuper,9.0,0.0,0.0
8496,Good performance and low fees,10.0,0.35,0.45
8497,I don't think returns for my investments have been any better than I could do myself--yet with fund $ I would expect it should,6.0,0.5,0.5
8498,People are free to make their own mind on finacial matters. Money and friends dont mix,7.0,0.5,0.9
8499,it is something i would not do,0.0,0.0,0.0
8501,Because it's an industry fund,10.0,0.0,0.0
8502,Trust,7.0,0.0,0.0
8503,"I recently received my transaction summary and I think it is deceptive the way Australian Super lists ""Indirect costs"".",8.0,0.11,0.31
8504,It's been steady,1.0,0.17,0.5
8505,"Australian Super does offer an ethical option but still invests in fossil fuels and other businesses which I don't want to support - to the best of my knowledge, that is.",8.0,0.28,0.39
8506,no problems,8.0,0.0,0.0
8507,It is an industry fund,7.0,0.0,0.0
8508,"My returns have been good. I'm interested in funds that only invest in renewable and ethical areas. AustralianSuper offers the option, but I feel that is half assed.",5.0,0.18,0.48
8509,"Easily accessible (app), user friendly, fantastic customer service",9.0,0.38,0.59
8510,In service at company - updates provided are invaluable. Reputation is key as is long term fund performance.,10.0,-0.03,0.7
8511,easy to access my super information and excellent service,10.0,0.59,0.83
8513,Aust Super has done very well financially over the years . Communicating With Aus Super by phone or email has been first class.,10.0,0.22,0.39
8514,very clear web site and diversity in investment options,8.0,0.13,0.5
8515,For me all super are the same,0.0,0.17,0.4
8516,Solid,8.0,0.0,0.1
8517,I trust Australian Super to provide the most benefit from my savings.,10.0,0.28,0.39
8518,Don't talk about my super much,6.0,0.27,0.43
8519,I have insufficient knowledge to compare other fundes.,5.0,-0.12,0.38
8520,returns on avge better than most other funds and its industry supported,7.0,0.29,0.46
8521,Good fund but communication is not always what it should be,9.0,0.7,0.6
8522,good performance/return,8.0,0.7,0.6
8523,I AM HAPPY WITH INVESTMENTS,8.0,0.8,1.0
8525,I understand it,10.0,0.0,0.0
8526,Am contented with AustSuper. The way they handle my superannuation,10.0,0.0,0.0
8527,"Many choices, good returns, low fees",10.0,0.4,0.47
8528,mostly happy with the service and performance,10.0,0.8,1.0
8529,The standard insurance cover is quite low.,4.0,0.0,0.15
8530,Lower fees means higher distributions & past performance IS an indicator of future performance,10.0,0.0,0.29
8531,I need more info I just give you the money and trust you do the right thing but that's for super in general the average person has no idea.. I need more info regulary and easy to acess and understand,5.0,0.28,0.56
8532,Excellent super fund; just sometimes not easy to understand what's going on,9.0,0.37,0.83
8533,Always give me an update,10.0,0.0,0.0
8534,Satisfies 70% of my superannuation wants,7.0,0.2,0.1
8535,Its adequate,6.0,0.33,0.33
8536,na,8.0,0.0,0.0
8537,good return and low fees,8.0,0.35,0.45
8538,seems to be financially better balanced and my Super increases doesn.t decrease,8.0,0.42,0.58
8539,They are pretty good,8.0,0.47,0.8
8541,Customer service is good.,7.0,0.7,0.6
8542,Reliability and friendly staff,8.0,0.38,0.5
8543,"Always been happy with the way my super fund is going and they regularly keep me updated. Also, with the app, I can keep tabs whenever I want to.",8.0,0.38,0.58
8545,a fairly stable fund,7.0,0.7,0.9
8546,reasonable returns,7.0,0.2,0.6
8547,Lower fees,7.0,0.0,0.0
8548,difficult user interface for super contributions,0.0,-0.08,0.83
8549,Happy with returns and service,8.0,0.8,1.0
8550,Service,5.0,0.0,0.0
8551,Consistently good returns ad low fees. Well managed,10.0,0.35,0.45
8553,Ease of use. returns and fees,8.0,0.0,0.0
8554,Best in the business!,10.0,1.0,0.3
8555,It has reliable long term returns and low fees,8.0,-0.03,0.35
8556,Fees and general costs are stated upfront. The reason you don't get a 10 is that it is difficult to get you motivated to transfer funds into Australian Super. To rescue people from truly dreadful funds like SuperWrap for example.,8.0,-0.22,0.63
8557,The reports are not very clear and you can't browse them as you wish. It would be good to be able to directly buy sell shares as you wish from this account.,6.0,0.32,0.48
8558,Easy to obtain information. Reasonable returns,8.0,0.32,0.72
8559,"fees are reasonable, returns are good, online system is easy to navigate",9.0,0.44,0.68
8560,The service given when I need to ring is the best.,10.0,1.0,0.3
8561,I haven't thought too much about superannuation. This fund was chosen for me by my employer.,5.0,0.2,0.2
8562,"I am going through the analysis as to whether to leave AustralianSuper as I have had an offer to join HUB24 Super. The condition to join though, is that I must have an Investment Advisor and this offer is coming from Camori Investments who would act as my Investment Advisor. My biggest worry with Super is the agonising over the multitude of investment options and whether I have made the right decision. It is appealing to place this decision making into the hands of professional investment advisors who may improve my returns while relieving me of the stress every few months. I have NO background or expertise in investment decisions and I feel I am left alone to ponder these choices. Hence my consideration to leave AustralianSuper.",5.0,0.19,0.37
8563,Because it is good,10.0,0.7,0.6
8564,Keeps me informed about changes and the Australian Super app is handy,7.0,0.31,0.52
8566,Aust Super does a good job and I know very little about super generally and nothing about the others,8.0,0.23,0.62
8567,Returns are reasonable and I feel my super is secure and hassle free.,10.0,0.33,0.67
8568,good returns,10.0,0.7,0.6
8569,good service,10.0,0.7,0.6
8570,never had a problem with this super,10.0,0.33,0.67
8571,"good returns, good education sessions",9.0,0.7,0.6
8572,I prefer the returns I have seen since joining an industry super fund,9.0,0.33,0.67
8573,Good Fund to deal with. Very helpful.,10.0,0.45,0.45
8574,"The investments seem to be steady and increasing my super money, which is great. Staff is always very helpful and knowledgeable",8.0,0.38,0.55
8575,not sure the performance of the fund for I only joined short time ago,5.0,-0.08,0.73
8576,"I don't really give financial advice to people, and it doesn't pop up in conversation",6.0,0.1,0.1
8577,easy to understand statements and website,7.0,0.43,0.83
8578,Good returns for investment,10.0,0.7,0.6
8579,insurance fees too high,1.0,0.16,0.54
8580,good return comparing with others,7.0,0.7,0.6
8583,High returns and good service,10.0,0.43,0.57
8584,Am very satisfied with performance and service,9.0,0.65,1.0
8585,on line access to account information that is updated daily.,9.0,0.0,0.0
8586,All the service is very good.,10.0,0.91,0.78
8587,all much the same,5.0,0.1,0.16
8588,Good performance and good communication.,10.0,0.7,0.6
8589,mainly because it's an industry fund pertorming well,9.0,0.17,0.33
8590,Well managed fund and communications / updates provided regular basis,7.0,0.0,0.08
8591,I'm happy that AS is doing the best for me.,9.0,0.9,0.65
8592,easy to deal with,10.0,0.43,0.83
8593,Ease of accessibility and good customer services,9.0,0.7,0.6
8594,Generally a good experience. Would like more investment options eg LIC's,8.0,0.6,0.55
8596,Not sure about other company's performance,8.0,-0.19,0.63
8597,My Self Managed Superfund is performing much better,2.0,0.5,0.5
8598,Good performance.,7.0,0.7,0.6
8599,no reason to give a bad rating.,9.0,-0.7,0.67
8600,I don't know enough about the others to give an informed decision to others,5.0,0.0,0.5
8601,Low cost,5.0,0.0,0.3
8602,"Great returns, great website easy to find information",8.0,0.68,0.78
8604,"As i have personally been reasonably happy with the performance , Had one with Host plus and all the money disappeared.",6.0,0.4,0.65
8605,We have two accounts one for me and one for my wife and are happy with the overall performance of the funds we have chosen,9.0,0.4,0.5
8606,Recommended to my partener,10.0,0.0,0.0
8607,ACCESS TO FUNDS,6.0,0.0,0.0
8608,Low fees. Best deal going,10.0,0.5,0.3
8609,ease of access only problem are your fees,10.0,0.0,1.0
8610,I do not consider myself qualified enough to give a recommendation to anyone about financial matters,0.0,0.0,0.25
8612,Easy to deal with and simply website to use,10.0,0.22,0.6
8613,Returns are above that of many others,9.0,0.25,0.3
8614,good service,10.0,0.7,0.6
8615,abc,9.0,0.0,0.0
8616,"Good performance, low fees, availability to access good information generally and specifically, up to date information on account balance, flexibility to switch investment options",10.0,0.36,0.5
8617,they have been ok to date,7.0,0.5,0.5
8618,have only been with you for a short while. delays with yearly drawdowns from our pension accounts have been an annoyance as other work colleagues have not had them with their funds.,6.0,-0.04,0.56
8619,The best fund I have had,4.0,1.0,0.3
8621,Would not advise others on something that I have no expertise on.,0.0,0.0,0.0
8622,Consider they are a well respected investment choice with a good track record.,8.0,0.7,0.6
8623,Your fees are very low and industrial funds have tended to outperform other private funds. I am more likely to recommend you now as you have a sustainable share option that does not invest in fossil fuels. The only other super fund that I would recommend to people is Future Super because they have made ethical investing their top priority.,8.0,0.13,0.55
8624,Low fees,7.0,0.0,0.3
8625,"I have been happy with AS over many years, feeling secure and hassle free to manage.",8.0,0.53,0.73
8626,I don't know enough about super and other companies to comment,5.0,0.07,0.51
8627,Being a large fund - returns have been steady over the past few years. The low score is also due to your costs - overheads. The premises you occupy could be let costly if you moved to a different location without the need to have some overheads.,6.0,-0.03,0.36
8628,I have never had any problems checking my super online,9.0,0.33,0.67
8629,"I don't follow how funds are performing, but have no issues with this one.",5.0,0.0,0.0
8630,Low insurance and account fees.,8.0,0.0,0.3
8631,reliable returns,10.0,0.0,0.0
8632,Not really well informed on other funds,5.0,-0.11,0.29
8633,I'm happy with the fees.,9.0,0.8,1.0
8634,Our Aus Super adviser is very good and doesn't have personal gain from any particular product,9.0,0.35,0.52
8635,The best,10.0,1.0,0.3
8636,Because they are an industry fund for members,9.0,0.0,0.0
8639,the investment returns are high every year.,9.0,0.16,0.54
8640,Not much involvement,5.0,-0.1,0.2
8641,A top performing industry fund,10.0,0.5,0.5
8642,good returns low cost,8.0,0.35,0.45
8643,ease of use,7.0,0.0,0.0
8644,Middle of the road offer,5.0,0.0,0.0
8645,Fees seem reasonable,9.0,0.2,0.6
8646,Happy with performance,8.0,0.8,1.0
8647,you allowed peole to leave the fund without asking why or trying to retain them,5.0,0.0,0.0
8648,"Great returns, low fees",9.0,0.4,0.53
8649,Happy with Aust. Super,7.0,0.57,0.83
8650,Good yield. Set and forget,10.0,0.7,0.6
8651,Happy to date,8.0,0.8,1.0
8652,I'm happy with Aus Super,7.0,0.57,0.83
8653,"good performance, not run by the banks, but extremely difficult to access information on-line",7.0,0.1,0.8
8655,Have been vry satisfied with aus sup service and performance,10.0,0.5,1.0
8656,Why is it when over certain age u don't Provide accident policy. I'm still working even though I'm in my 60's,2.0,0.21,0.57
8657,Lower fees and good returns,9.0,0.7,0.6
8658,"My whole family and friends are members . Ex union official with a long history and knoledge of Australian super ,previously (ARF )",10.0,0.06,0.33
8659,It's a good one,8.0,0.7,0.6
8660,"Was with AMP up until the Global Financial Crisis of 2008 and lost $25,000 through that. People at work were with Australian Super, they had similar port folios and balances to mine, and yet only lost on average $5,000 each. I had no contact from AMP whatsoever before or after the GFC. So I came over to you. And have been happy with the way my super is performing and your contact with me.",8.0,0.15,0.46
8661,Its for the client,10.0,0.0,0.0
8662,Great service. Friendly people. Well organised,10.0,0.59,0.62
8663,Industry fund and lower funds,9.0,0.0,0.0
8664,I have always been happy with the results from AustralianSuper. Even during the GFC it performed better than other funds.,10.0,0.39,0.62
8665,stable performance,10.0,0.0,0.0
8666,good fund,8.0,0.7,0.6
8667,I really don't like the whole idea of super annuation. I think you should be able to use/invest that money that is yours when ever you want. And not have to wait to be a certain age to get a miserable amount every week/fortnight or month.,1.0,0.07,0.58
8668,Don't recommend super funds,5.0,0.33,0.67
8669,"Simple and straightforward investing options, low fees.",10.0,0.12,0.34
8670,Low fees and better than average performance,8.0,0.12,0.4
8671,I have the knowledge to talk about this one.,6.0,0.0,0.0
8672,"Big fund, lots of membership, hopely stable0",8.0,0.0,0.1
8673,Low fees. Very good communication. Website has excellent information around account and other info. And good performance by funds,10.0,0.5,0.61
8674,this is the one the company I work for suggest,8.0,0.0,0.0
8675,Easy to manage,10.0,0.43,0.83
8676,Performance,9.0,0.0,0.0
8677,My super has not gone down since joining,10.0,0.09,0.48
8678,No Complaints,8.0,0.0,0.0
8679,"Reasonably easy to deal with except when I need to get the name of my benificery spelt correctly. I have sent several email about this but not yet received a confirmation that this has been corrected, this has now been on going for over 6 months.",9.0,0.22,0.42
8680,they keep me well informed,6.0,0.0,0.0
8681,Australian Super is not a exciting topic to talk about. I hardly hear from this company myself.,5.0,-0.03,0.5
8682,I haven't recommend it yet.,0.0,0.0,0.0
8683,save on fees,9.0,0.0,0.0
8684,Returns are pretty good compared to some of the others,7.0,0.47,0.8
8685,"We all use the same AustralianSuper, so I no need to recommend to others",0.0,0.0,0.12
8686,Very comprehensive and adjustable choices,10.0,0.2,0.3
8687,"I am still new to Australian super and I don't know much about the products and services offered. But so far on the basis of how my super has been dealt with, I am satisfied.",8.0,0.23,0.57
8688,satisfaction,10.0,0.0,0.0
8689,Well its very applicable to everyone,8.0,0.2,0.3
8690,very helpful when l retired and since the follow up also first class,10.0,0.23,0.32
8692,Good customer service and excellent phone manner,9.0,0.85,0.8
8693,The whole family we are in this super .,10.0,0.27,0.53
8694,Haven't had any issues.,8.0,0.0,0.0
8695,"Seems good with lots of open information, but there are other funds that seem to perform better.",8.0,0.27,0.49
8696,I never recommend anything to anyone,0.0,0.0,0.0
8697,"Australians super', it's sound good.",10.0,0.48,0.56
8698,easy to deal with,6.0,0.43,0.83
8699,"So far so good, don't have any bad experiences and haven't been with them for too long to give a full recommendation",7.0,0.08,0.64
8700,Good returns,10.0,0.7,0.6
8701,Good reliable fund,10.0,0.7,0.6
8702,1. multiple investment options 2. value for money 3. popularity,7.0,0.0,0.0
8704,I receive easy to read and understand communication that is not a million pages long and it is simple and easy to monitor and update my details online,10.0,0.2,0.61
8705,"Industry fund, low overheads (comparatively), reasonable returns.",8.0,0.1,0.45
8706,Good,6.0,0.7,0.6
8708,Easy to use. Online access.,9.0,0.43,0.83
8709,Don't know.,7.0,0.0,0.0
8710,Excessive fees are a major negative,4.0,-0.16,0.63
8711,Owned by members,9.0,0.0,0.0
8712,N/a,5.0,0.0,0.0
8713,I don't know what special benefits I get from this fund,6.0,0.36,0.57
8714,New member but so far has been smooth process and informative,8.0,0.21,0.65
8715,"Reasonably good returns, haven't had any problems.",8.0,0.7,0.6
8716,"easy to use, high performance, low fees",10.0,0.2,0.56
8717,Good returns Good information Pretty good online access,10.0,0.59,0.7
8718,"Large, easy to deal with",9.0,0.32,0.63
8719,The web interface is very average which makes it difficult to view my return and how much is entering my account each month.,3.0,-0.17,0.57
8720,Most of the time AustralianSuper is performing above average,8.0,0.12,0.33
8721,"Good fund, low fees structure and comparable returns.",8.0,0.35,0.45
8722,"Solid, secure, safe, have members interests as high priority",8.0,0.27,0.43
8723,seem to be ok,7.0,0.5,0.5
8724,a memebers owned fund,10.0,0.0,0.0
8725,I trusted,9.0,0.0,0.0
